rendered_value_id,artifact_id,panel_or_table_location,displayed_label,displayed_value,source_id,source_artifact,source_locator,source_value,transformation,exact_match_status
M1RV0282,M1F05,Panel B,point 49,true=67.88891693560252; relative_error=0.0045670896772065026,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 49:true_period_s,relative_period_error",true=67.88891693560252; relative_error=0.0045670896772065026,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0283,M1F05,Panel A,point 50,true=63.26752679353244; recovered=63.98717022697167,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 50:true_period_s,recovered_period_s",true=63.26752679353244; recovered=63.98717022697167,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0284,M1F05,Panel B,point 50,true=63.26752679353244; relative_error=0.0113746098498163,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 50:true_period_s,relative_period_error",true=63.26752679353244; relative_error=0.0113746098498163,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0285,M1F05,Panel A,point 51,true=66.51522891134637; recovered=68.83568872255886,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 51:true_period_s,recovered_period_s",true=66.51522891134637; recovered=68.83568872255886,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0286,M1F05,Panel B,point 51,true=66.51522891134637; relative_error=0.03488614335681337,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 51:true_period_s,relative_period_error",true=66.51522891134637; relative_error=0.03488614335681337,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0287,M1F05,Panel A,point 52,true=46.35348800724077; recovered=47.31725640323728,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 52:true_period_s,recovered_period_s",true=46.35348800724077; recovered=47.31725640323728,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0288,M1F05,Panel B,point 52,true=46.35348800724077; relative_error=0.020791712499520255,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 52:true_period_s,relative_period_error",true=46.35348800724077; relative_error=0.020791712499520255,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0289,M1F05,Panel A,point 53,true=61.31796526614887; recovered=62.447229500091545,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 53:true_period_s,recovered_period_s",true=61.31796526614887; recovered=62.447229500091545,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0290,M1F05,Panel B,point 53,true=61.31796526614887; relative_error=0.018416531420133376,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 53:true_period_s,relative_period_error",true=61.31796526614887; relative_error=0.018416531420133376,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0291,M1F05,Panel A,point 54,true=73.25514127998227; recovered=73.29030053603357,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 54:true_period_s,recovered_period_s",true=73.25514127998227; recovered=73.29030053603357,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0292,M1F05,Panel B,point 54,true=73.25514127998227; relative_error=0.0004799561564822051,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 54:true_period_s,relative_period_error",true=73.25514127998227; relative_error=0.0004799561564822051,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0293,M1F05,Panel A,point 55,true=45.35998888676251; recovered=45.57448615879306,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 55:true_period_s,recovered_period_s",true=45.35998888676251; recovered=45.57448615879306,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0294,M1F05,Panel B,point 55,true=45.35998888676251; relative_error=0.004728776996970254,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 55:true_period_s,relative_period_error",true=45.35998888676251; relative_error=0.004728776996970254,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0295,M1F05,Panel A,point 56,true=51.348880101103575; recovered=51.1069375192242,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 56:true_period_s,recovered_period_s",true=51.348880101103575; recovered=51.1069375192242,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0296,M1F05,Panel B,point 56,true=51.348880101103575; relative_error=0.0047117401860176395,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 56:true_period_s,relative_period_error",true=51.348880101103575; relative_error=0.0047117401860176395,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0297,M1F05,Panel A,point 57,true=93.4661286504995; recovered=94.89692995957513,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 57:true_period_s,recovered_period_s",true=93.4661286504995; recovered=94.89692995957513,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0298,M1F05,Panel B,point 57,true=93.4661286504995; relative_error=0.015308233364686244,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 57:true_period_s,relative_period_error",true=93.4661286504995; relative_error=0.015308233364686244,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0299,M1F05,Panel A,point 58,true=67.93186230979198; recovered=68.15559857583678,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 58:true_period_s,recovered_period_s",true=67.93186230979198; recovered=68.15559857583678,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0300,M1F05,Panel B,point 58,true=67.93186230979198; relative_error=0.0032935394148990585,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 58:true_period_s,relative_period_error",true=67.93186230979198; relative_error=0.0032935394148990585,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0301,M1F05,Panel A,point 59,true=49.765692112995865; recovered=50.455253019974414,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 59:true_period_s,recovered_period_s",true=49.765692112995865; recovered=50.455253019974414,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0302,M1F05,Panel B,point 59,true=49.765692112995865; relative_error=0.013856150245290704,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 59:true_period_s,relative_period_error",true=49.765692112995865; relative_error=0.013856150245290704,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0303,M1F05,Panel A,point 60,true=83.96132134259278; recovered=84.35680224958844,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 60:true_period_s,recovered_period_s",true=83.96132134259278; recovered=84.35680224958844,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0304,M1F05,Panel B,point 60,true=83.96132134259278; relative_error=0.0047102749298328925,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 60:true_period_s,relative_period_error",true=83.96132134259278; relative_error=0.0047102749298328925,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0305,M1F05,Panel A,point 61,true=87.27263700516198; recovered=87.22460013560524,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 61:true_period_s,recovered_period_s",true=87.27263700516198; recovered=87.22460013560524,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0306,M1F05,Panel B,point 61,true=87.27263700516198; relative_error=0.000550423032982239,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 61:true_period_s,relative_period_error",true=87.27263700516198; relative_error=0.000550423032982239,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0307,M1F05,Panel A,point 62,true=109.36173473296935; recovered=111.78792363742703,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 62:true_period_s,recovered_period_s",true=109.36173473296935; recovered=111.78792363742703,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0308,M1F05,Panel B,point 62,true=109.36173473296935; relative_error=0.022184989204695287,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 62:true_period_s,relative_period_error",true=109.36173473296935; relative_error=0.022184989204695287,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0309,M1F05,Panel A,point 63,true=82.09215809091903; recovered=81.39700895345018,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 63:true_period_s,recovered_period_s",true=82.09215809091903; recovered=81.39700895345018,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0310,M1F05,Panel B,point 63,true=82.09215809091903; relative_error=0.008467911596366508,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 63:true_period_s,relative_period_error",true=82.09215809091903; relative_error=0.008467911596366508,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0311,M1F05,Panel A,point 64,true=88.58260074068289; recovered=90.09458112229741,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 64:true_period_s,recovered_period_s",true=88.58260074068289; recovered=90.09458112229741,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0312,M1F05,Panel B,point 64,true=88.58260074068289; relative_error=0.017068593256148564,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 64:true_period_s,relative_period_error",true=88.58260074068289; relative_error=0.017068593256148564,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0313,M1F05,Panel A,point 65,true=72.00405723514474; recovered=70.94654363229206,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 65:true_period_s,recovered_period_s",true=72.00405723514474; recovered=70.94654363229206,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0314,M1F05,Panel B,point 65,true=72.00405723514474; relative_error=0.014686861316705276,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 65:true_period_s,relative_period_error",true=72.00405723514474; relative_error=0.014686861316705276,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0315,M1F05,Panel A,point 66,true=40.8181987819275; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 66:true_period_s,recovered_period_s",true=40.8181987819275; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0316,M1F05,Panel B,point 66,true=40.8181987819275; relative_error=0.02004495069218394,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 66:true_period_s,relative_period_error",true=40.8181987819275; relative_error=0.02004495069218394,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0317,M1F05,Panel A,point 67,true=61.03087135749249; recovered=61.93094116746474,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 67:true_period_s,recovered_period_s",true=61.03087135749249; recovered=61.93094116746474,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0318,M1F05,Panel B,point 67,true=61.03087135749249; relative_error=0.014747779114933999,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 67:true_period_s,relative_period_error",true=61.03087135749249; relative_error=0.014747779114933999,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0319,M1F05,Panel A,point 68,true=46.74416722987074; recovered=46.80260246426329,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 68:true_period_s,recovered_period_s",true=46.74416722987074; recovered=46.80260246426329,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0320,M1F05,Panel B,point 68,true=46.74416722987074; relative_error=0.0012501075076422744,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 68:true_period_s,relative_period_error",true=46.74416722987074; relative_error=0.0012501075076422744,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0321,M1F05,Panel A,point 69,true=51.82767594192946; recovered=52.141555659786896,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 69:true_period_s,recovered_period_s",true=51.82767594192946; recovered=52.141555659786896,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0322,M1F05,Panel B,point 69,true=51.82767594192946; relative_error=0.006056218268577584,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 69:true_period_s,relative_period_error",true=51.82767594192946; relative_error=0.006056218268577584,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0323,M1F05,Panel A,point 70,true=76.74018970789105; recovered=76.32007255278938,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 70:true_period_s,recovered_period_s",true=76.74018970789105; recovered=76.32007255278938,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0324,M1F05,Panel B,point 70,true=76.74018970789105; relative_error=0.005474538917623556,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 70:true_period_s,relative_period_error",true=76.74018970789105; relative_error=0.005474538917623556,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0325,M1F05,Panel A,point 71,true=87.57938807198337; recovered=88.62152333904112,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 71:true_period_s,recovered_period_s",true=87.57938807198337; recovered=88.62152333904112,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0326,M1F05,Panel B,point 71,true=87.57938807198337; relative_error=0.011899321175904901,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 71:true_period_s,relative_period_error",true=87.57938807198337; relative_error=0.011899321175904901,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0327,M1F05,Panel A,point 72,true=112.4064483582291; recovered=118.13872954352733,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 72:true_period_s,recovered_period_s",true=112.4064483582291; recovered=118.13872954352733,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0328,M1F05,Panel B,point 72,true=112.4064483582291; relative_error=0.050996017301694084,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 72:true_period_s,relative_period_error",true=112.4064483582291; relative_error=0.050996017301694084,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0329,M1F05,Panel A,point 73,true=101.07778102197086; recovered=104.0561972278479,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 73:true_period_s,recovered_period_s",true=101.07778102197086; recovered=104.0561972278479,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0330,M1F05,Panel B,point 73,true=101.07778102197086; relative_error=0.02946657688527643,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 73:true_period_s,relative_period_error",true=101.07778102197086; relative_error=0.02946657688527643,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0331,M1F05,Panel A,point 74,true=40.160021121128175; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 74:true_period_s,recovered_period_s",true=40.160021121128175; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0332,M1F05,Panel B,point 74,true=40.160021121128175; relative_error=0.003984587573934007,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 74:true_period_s,relative_period_error",true=40.160021121128175; relative_error=0.003984587573934007,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0333,M1F05,Panel A,point 75,true=95.22643641811477; recovered=94.97763454419176,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 75:true_period_s,recovered_period_s",true=95.22643641811477; recovered=94.97763454419176,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0334,M1F05,Panel B,point 75,true=95.22643641811477; relative_error=0.0026127395215188903,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 75:true_period_s,relative_period_error",true=95.22643641811477; relative_error=0.0026127395215188903,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0335,M1F05,Panel A,point 76,true=64.277595887869; recovered=64.76715699116193,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 76:true_period_s,recovered_period_s",true=64.277595887869; recovered=64.76715699116193,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0336,M1F05,Panel B,point 76,true=64.277595887869; relative_error=0.0076163567807818735,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 76:true_period_s,relative_period_error",true=64.277595887869; relative_error=0.0076163567807818735,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0337,M1F05,Panel A,point 77,true=94.80226778030959; recovered=93.51518222278219,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 77:true_period_s,recovered_period_s",true=94.80226778030959; recovered=93.51518222278219,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0338,M1F05,Panel B,point 77,true=94.80226778030959; relative_error=0.013576527098592596,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 77:true_period_s,relative_period_error",true=94.80226778030959; relative_error=0.013576527098592596,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0339,M1F05,Panel A,point 78,true=55.0606486099216; recovered=55.09357264375339,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 78:true_period_s,recovered_period_s",true=55.0606486099216; recovered=55.09357264375339,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0340,M1F05,Panel B,point 78,true=55.0606486099216; relative_error=0.0005979594258876474,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 78:true_period_s,relative_period_error",true=55.0606486099216; relative_error=0.0005979594258876474,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0341,M1F05,Panel A,point 79,true=57.12046792685906; recovered=56.61573778692994,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 79:true_period_s,recovered_period_s",true=57.12046792685906; recovered=56.61573778692994,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0342,M1F05,Panel B,point 79,true=57.12046792685906; relative_error=0.00883623958710224,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 79:true_period_s,relative_period_error",true=57.12046792685906; relative_error=0.00883623958710224,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0343,M1F05,Panel A,point 80,true=54.116639493231744; recovered=55.07157895098556,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 80:true_period_s,recovered_period_s",true=54.116639493231744; recovered=55.07157895098556,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0344,M1F05,Panel B,point 80,true=54.116639493231744; relative_error=0.017645948948349775,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 80:true_period_s,relative_period_error",true=54.116639493231744; relative_error=0.017645948948349775,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0345,M1F05,Panel A,point 81,true=56.27355784141354; recovered=56.871617269534916,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 81:true_period_s,recovered_period_s",true=56.27355784141354; recovered=56.871617269534916,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0346,M1F05,Panel B,point 81,true=56.27355784141354; relative_error=0.010627716658804229,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 81:true_period_s,relative_period_error",true=56.27355784141354; relative_error=0.010627716658804229,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0347,M1F05,Panel A,point 82,true=54.751651313351715; recovered=55.60919866612936,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 82:true_period_s,recovered_period_s",true=54.751651313351715; recovered=55.60919866612936,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0348,M1F05,Panel B,point 82,true=54.751651313351715; relative_error=0.015662492951486976,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 82:true_period_s,relative_period_error",true=54.751651313351715; relative_error=0.015662492951486976,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0349,M1F05,Panel A,point 83,true=79.32266277386628; recovered=80.35237067627585,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 83:true_period_s,recovered_period_s",true=79.32266277386628; recovered=80.35237067627585,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0350,M1F05,Panel B,point 83,true=79.32266277386628; relative_error=0.012981257391031733,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 83:true_period_s,relative_period_error",true=79.32266277386628; relative_error=0.012981257391031733,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0351,M1F05,Panel A,point 84,true=147.91522728546968; recovered=150.31530970786403,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 84:true_period_s,recovered_period_s",true=147.91522728546968; recovered=150.31530970786403,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0352,M1F05,Panel B,point 84,true=147.91522728546968; relative_error=0.01622606723080848,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 84:true_period_s,relative_period_error",true=147.91522728546968; relative_error=0.01622606723080848,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0353,M1F05,Panel A,point 85,true=82.82143865809552; recovered=83.67231040430168,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 85:true_period_s,recovered_period_s",true=82.82143865809552; recovered=83.67231040430168,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0354,M1F05,Panel B,point 85,true=82.82143865809552; relative_error=0.01027356877630134,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 85:true_period_s,relative_period_error",true=82.82143865809552; relative_error=0.01027356877630134,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0355,M1F05,Panel A,point 86,true=40.03303632609882; recovered=40.0,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 86:true_period_s,recovered_period_s",true=40.03303632609882; recovered=40.0,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0356,M1F05,Panel B,point 86,true=40.03303632609882; relative_error=0.0008252265911011857,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 86:true_period_s,relative_period_error",true=40.03303632609882; relative_error=0.0008252265911011857,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0357,M1F05,Panel A,point 87,true=50.102091062788325; recovered=49.66802816940476,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 87:true_period_s,recovered_period_s",true=50.102091062788325; recovered=49.66802816940476,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0358,M1F05,Panel B,point 87,true=50.102091062788325; relative_error=0.008663568409541987,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 87:true_period_s,relative_period_error",true=50.102091062788325; relative_error=0.008663568409541987,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0359,M1F05,Panel A,point 88,true=61.73520493377487; recovered=60.80179663425461,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 88:true_period_s,recovered_period_s",true=61.73520493377487; recovered=60.80179663425461,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0360,M1F05,Panel B,point 88,true=61.73520493377487; relative_error=0.015119546464963602,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 88:true_period_s,relative_period_error",true=61.73520493377487; relative_error=0.015119546464963602,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0361,M1F05,Panel A,point 89,true=44.58862137211922; recovered=45.48037801810579,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 89:true_period_s,recovered_period_s",true=44.58862137211922; recovered=45.48037801810579,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0362,M1F05,Panel B,point 89,true=44.58862137211922; relative_error=0.019999646065401205,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 89:true_period_s,relative_period_error",true=44.58862137211922; relative_error=0.019999646065401205,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0363,M1F05,Panel A,point 90,true=47.449771208196864; recovered=47.00135301804808,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 90:true_period_s,recovered_period_s",true=47.449771208196864; recovered=47.00135301804808,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0364,M1F05,Panel B,point 90,true=47.449771208196864; relative_error=0.009450376234297255,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 90:true_period_s,relative_period_error",true=47.449771208196864; relative_error=0.009450376234297255,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0365,M1F05,Panel A,point 91,true=50.530154647343615; recovered=50.693596191622106,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 91:true_period_s,recovered_period_s",true=50.530154647343615; recovered=50.693596191622106,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0366,M1F05,Panel B,point 91,true=50.530154647343615; relative_error=0.003234534812314957,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 91:true_period_s,relative_period_error",true=50.530154647343615; relative_error=0.003234534812314957,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0367,M1F05,Panel A,point 92,true=42.97610485816357; recovered=41.21133315819644,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 92:true_period_s,recovered_period_s",true=42.97610485816357; recovered=41.21133315819644,direct source coordinate pair,EXACT_SOURCE_PAIR
M1RV0368,M1F05,Panel B,point 92,true=42.97610485816357; relative_error=0.04106402164159615,M1S044,workflows/phase3b/heldout/evaluation/evidence/tables/f3b7_heldout_period_recovery.csv,"row 92:true_period_s,relative_period_error",true=42.97610485816357; relative_error=0.04106402164159615,direct source coordinate pair,EXACT_SOURCE_PAIR
