simulation_unit_id,background_realization_id,split,truth_state,evidence_plane,gap_quality_regime,n_samples,red_noise_alpha,qpp_fraction,true_period_s,qpp_phase_rad,signal_family,latent_offset,latent_length,latent_flux_sha256,retained_offset,retained_length,retained_time_sha256,retained_flux_sha256,retained_native_index_sha256,logical_payload_sha256,input_state,inadmissibility_reasons,primary_inadmissibility_reason,materialization_status
F3BBG_N120_A1_Q001_R043:NULL:PRIMARY,F3BBG_N120_A1_Q001_R043,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,161640,120,28ede7ace140bf76005b05ec40782599d5a236f315ee04842a05150d93aa9448,161036,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,28ede7ace140bf76005b05ec40782599d5a236f315ee04842a05150d93aa9448,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,7cf9a9a50b89c89a83684ca2ad8ccb25fe3d235a515262a782a51139757d4a2a,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R043:POS:PRIMARY,F3BBG_N120_A1_Q001_R043,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,98.22327615892841,1.6074297942545817,STATIONARY_ENVELOPE_MODULATED_SINUSOID,161760,120,7b92bd909e80d2d6ec87ed6d8cee9b638affe364bab005aa97a1c74158439dcf,161156,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,7b92bd909e80d2d6ec87ed6d8cee9b638affe364bab005aa97a1c74158439dcf,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,e4d8ec444b3d554488e0407df9fbed37ab3122b976f6e702a64b1bebff86572c,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R048:NULL:PRIMARY,F3BBG_N120_A1_Q001_R048,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,161880,120,0c86f7441e1696807cec14da79a2e93fff1d8421fff94d8fe3bae8ce6d29f69b,161276,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,0c86f7441e1696807cec14da79a2e93fff1d8421fff94d8fe3bae8ce6d29f69b,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,df73e4edb31d0d3d6c203502aaf7c9122449468037da55b3ebb34862021506bd,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R048:POS:PRIMARY,F3BBG_N120_A1_Q001_R048,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,44.71050220891294,4.102242738921872,STATIONARY_ENVELOPE_MODULATED_SINUSOID,162000,120,67073e6448ce5b5cfe6476a06c523404693e00101e567d31e0f849ff5eebecb0,161396,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,67073e6448ce5b5cfe6476a06c523404693e00101e567d31e0f849ff5eebecb0,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,d29ef409020b3807ac3caac4144ae1f09b891bc9e8e521b351f188c53dee548a,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R050:NULL:PRIMARY,F3BBG_N120_A1_Q001_R050,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,162120,120,3911ed7593ff325da49c499db012938fe8d5a01371296f9e2e61cc5aed435477,161516,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,3911ed7593ff325da49c499db012938fe8d5a01371296f9e2e61cc5aed435477,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,c09ed37fb18f031c195d463dcc47b7ff4262633999c7762f11bce172cb5bf356,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R050:POS:PRIMARY,F3BBG_N120_A1_Q001_R050,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,85.5677398344289,2.56167305768268,STATIONARY_ENVELOPE_MODULATED_SINUSOID,162240,120,8c288a2f13ec7e157d5812cfada75a9956bcff2d4fe64c957c256183bcad9fd1,161636,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,8c288a2f13ec7e157d5812cfada75a9956bcff2d4fe64c957c256183bcad9fd1,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,d363a503d55f3b0947639ca6ab6948f7d4f861e1ff657de01a77e98c1c682ae3,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R051:NULL:PRIMARY,F3BBG_N120_A1_Q001_R051,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,162360,120,e159014323107b7211123a0509338aee297dc3c0e1656778a19e499774746730,161756,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,e159014323107b7211123a0509338aee297dc3c0e1656778a19e499774746730,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,bb480a4803da4c9f50b940f43d49673d3cd5e47a9d19f3761497372130d41988,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R051:POS:PRIMARY,F3BBG_N120_A1_Q001_R051,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,123.11024969212961,1.7543787628619427,STATIONARY_ENVELOPE_MODULATED_SINUSOID,162480,120,63ffff2a25018b4109d05fc3d1fd92c1381d8773dd6c2039139f641ef97eb73a,161876,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,63ffff2a25018b4109d05fc3d1fd92c1381d8773dd6c2039139f641ef97eb73a,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,9672d1ac7cc9df6a96bac059ba0be6f9b40c58bbfff4a60adf3c6123585baeaf,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R053:NULL:INTERNALMASK,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,162600,120,a7a5ad3958e17a350791d3a58b3e6bd009e51aaf4e94944607ee71b00ea101da,161996,119,41f8b6006d45239824c92cf485b6b96337e4c631996d5a1a928575d59d79a422,ec44818c5f85625c3e049a0d0cb0c05bee2e7069267c5038a5c81192a3a2b452,15ccc66581d2048b0f46af54b6ea93d9c276c56e53255d3a23138f38529a6e78,3b409c194ed1f0192dd9eceb73b4ae8081919d1a629aa16f671be25df74f9c47,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N120_A1_Q001_R053:NULL:PEAKMASK,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,162720,120,a7a5ad3958e17a350791d3a58b3e6bd009e51aaf4e94944607ee71b00ea101da,162115,119,d0ad6727864f7f2c30d47e9fea26556a81dbcf836bb2cb8e748802179ef3bf27,2ea8b534b730af3b1cae3e42109ff498e8d713b7f3edce7bd5c0ee4a7b1c7bc0,601f3bae3a58453c8e1df29a905b6be074d453a4c35882c151f48a9955105733,579fd91096e6910b871ea354f670efd522c48d41377a385a3518aaee446c297b,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N120_A1_Q001_R053:NULL:PRIMARY,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,162840,120,a7a5ad3958e17a350791d3a58b3e6bd009e51aaf4e94944607ee71b00ea101da,162234,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,a7a5ad3958e17a350791d3a58b3e6bd009e51aaf4e94944607ee71b00ea101da,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,28319d77d2e30426843489eb51d1ccf3e2bcb51b08f047356d28d773901251fc,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R053:POS:INTERNALMASK,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,120,1.0,0.01,234.48135684012195,4.708040402358285,STATIONARY_ENVELOPE_MODULATED_SINUSOID,162960,120,d517a99100002cead400a7903f8defb203899aa1b339e55e178f1ace9afaa592,162354,119,41f8b6006d45239824c92cf485b6b96337e4c631996d5a1a928575d59d79a422,a7b40efbe09befb4f2f1d9ef4bcde5dfe2fdcfaa6690d4fd864648f0a67e47cc,15ccc66581d2048b0f46af54b6ea93d9c276c56e53255d3a23138f38529a6e78,8711987be11ae217148c44b9c04cac6ca5bd9774563792d3cfe8ee55c360385f,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N120_A1_Q001_R053:POS:PEAKMASK,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,120,1.0,0.01,234.48135684012195,4.708040402358285,STATIONARY_ENVELOPE_MODULATED_SINUSOID,163080,120,d517a99100002cead400a7903f8defb203899aa1b339e55e178f1ace9afaa592,162473,119,d0ad6727864f7f2c30d47e9fea26556a81dbcf836bb2cb8e748802179ef3bf27,897b8458f26948c665511d6d81d2ded59bda75f922e64350bd1387aca7f9c9ec,601f3bae3a58453c8e1df29a905b6be074d453a4c35882c151f48a9955105733,ea4bbcff7c61e0dcd27abb948cb120a3559000aded651137ac50dd60f792ebd7,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N120_A1_Q001_R053:POS:PRIMARY,F3BBG_N120_A1_Q001_R053,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,234.48135684012195,4.708040402358285,STATIONARY_ENVELOPE_MODULATED_SINUSOID,163200,120,d517a99100002cead400a7903f8defb203899aa1b339e55e178f1ace9afaa592,162592,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,d517a99100002cead400a7903f8defb203899aa1b339e55e178f1ace9afaa592,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,409f92884241d148612444db1c6707a51d2d48dee4483de15dd3b8f15f1c9445,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R054:NULL:INTERNALMASK,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,163320,120,17106cfa637ba588cc43d46072970f2bee949317b29d9b2da9074fabf2c0b1e9,162712,119,41f8b6006d45239824c92cf485b6b96337e4c631996d5a1a928575d59d79a422,9c6d0123a6211fb19a6e7626462921dba4ad3e577f24bff053cbf99687eff64d,15ccc66581d2048b0f46af54b6ea93d9c276c56e53255d3a23138f38529a6e78,9f15afeb421c5cd7d20ec6ea89406137b72a1bbf13d991cd52a2ffac459c2345,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N120_A1_Q001_R054:NULL:PEAKMASK,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_ABSENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,163440,120,17106cfa637ba588cc43d46072970f2bee949317b29d9b2da9074fabf2c0b1e9,162831,119,d0ad6727864f7f2c30d47e9fea26556a81dbcf836bb2cb8e748802179ef3bf27,d8cf020aa059d60022e04a92c7eff3feb1cb5785a39cd2467a24c541c23f505a,601f3bae3a58453c8e1df29a905b6be074d453a4c35882c151f48a9955105733,bc7cbea06dd0e4056fa6cd57945b7289ad7f99d0fc62251dcb2a9d2b4c8f3bcd,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N120_A1_Q001_R054:NULL:PRIMARY,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,163560,120,17106cfa637ba588cc43d46072970f2bee949317b29d9b2da9074fabf2c0b1e9,162950,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,17106cfa637ba588cc43d46072970f2bee949317b29d9b2da9074fabf2c0b1e9,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,13d960309169341e06b12458b0737a6f0256aa358119cd85dda32311d5e8ebce,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R054:POS:INTERNALMASK,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,120,1.0,0.01,110.475644632245,0.4711169948022498,STATIONARY_ENVELOPE_MODULATED_SINUSOID,163680,120,67ddf3808edceaa51803b4d0a0d188879dd6ce5f0d5b66626063db6d3b5d49e7,163070,119,41f8b6006d45239824c92cf485b6b96337e4c631996d5a1a928575d59d79a422,cfb69a2666da48d315abaead78f3f6f0c78cb02858b7e1ff368bd99a45200f2c,15ccc66581d2048b0f46af54b6ea93d9c276c56e53255d3a23138f38529a6e78,2778069006999940c609a399026734ddf0dedcc79e7e5bf2a0f566f79707021b,INPUT_INADMISSIBLE,IRREGULAR_SAMPLING,IRREGULAR_SAMPLING,MATERIALIZED
F3BBG_N120_A1_Q001_R054:POS:PEAKMASK,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_PRESENT,INPUT_ADMISSIBILITY,PEAK_SAMPLE_MASKED,120,1.0,0.01,110.475644632245,0.4711169948022498,STATIONARY_ENVELOPE_MODULATED_SINUSOID,163800,120,67ddf3808edceaa51803b4d0a0d188879dd6ce5f0d5b66626063db6d3b5d49e7,163189,119,d0ad6727864f7f2c30d47e9fea26556a81dbcf836bb2cb8e748802179ef3bf27,99c7891a015a2ea4527ea07091935b101746d7569e3c7934bfbd65f34764210a,601f3bae3a58453c8e1df29a905b6be074d453a4c35882c151f48a9955105733,171b45c0c80af3661bee25918a4163f2406e9098dbf1be33b09bf292496380c9,INPUT_INADMISSIBLE,PEAK_REMOVED_BY_QUALITY|IRREGULAR_SAMPLING,PEAK_REMOVED_BY_QUALITY,MATERIALIZED
F3BBG_N120_A1_Q001_R054:POS:PRIMARY,F3BBG_N120_A1_Q001_R054,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,110.475644632245,0.4711169948022498,STATIONARY_ENVELOPE_MODULATED_SINUSOID,163920,120,67ddf3808edceaa51803b4d0a0d188879dd6ce5f0d5b66626063db6d3b5d49e7,163308,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,67ddf3808edceaa51803b4d0a0d188879dd6ce5f0d5b66626063db6d3b5d49e7,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,b5940de5849b86c725cf7b8357b5be1b0982611ac74a099742a9a5b69aa1726c,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R059:NULL:PRIMARY,F3BBG_N120_A1_Q001_R059,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,164040,120,0bcc3eae3ccc68340f4e1f494b6df2e3aea7212e4587e2d288b46eab1c1c9778,163428,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,0bcc3eae3ccc68340f4e1f494b6df2e3aea7212e4587e2d288b46eab1c1c9778,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,60632ea3926ce06175ee49337bd2b463b7b67772edc29a2b0d9845f85d2b64a6,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R059:POS:PRIMARY,F3BBG_N120_A1_Q001_R059,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,104.1368774639711,0.11487905226017213,STATIONARY_ENVELOPE_MODULATED_SINUSOID,164160,120,9b6f8bd9ff9bbb1c06e5fb3ddeed5ab52a4041e32a7ba511b718c764aad6d576,163548,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,9b6f8bd9ff9bbb1c06e5fb3ddeed5ab52a4041e32a7ba511b718c764aad6d576,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,470b353361be16af1dd97a4e1cc2ba31cbd85d254f7fc4e4ce2a3c2fe59ad6f9,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R061:NULL:PRIMARY,F3BBG_N120_A1_Q001_R061,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,164280,120,b173a79941f0a33218952f90ddcba1ccca8086edab5747b88735547ec8422f23,163668,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,b173a79941f0a33218952f90ddcba1ccca8086edab5747b88735547ec8422f23,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,9081b3f1ef36e69e0aed9641828703f5c1e759af020208cb605fa91390fd6ba5,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R061:POS:PRIMARY,F3BBG_N120_A1_Q001_R061,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,66.6666126828189,3.9912281129930767,STATIONARY_ENVELOPE_MODULATED_SINUSOID,164400,120,c6cd203d7dae0cd7a3d1c5672c398899863034be4bc156d2df5ffcd997963b28,163788,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,c6cd203d7dae0cd7a3d1c5672c398899863034be4bc156d2df5ffcd997963b28,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,ecbb79303540a3a069392834d21981c9efd339c372a2bb0dc19c7ddbc5c4c181,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R062:NULL:PRIMARY,F3BBG_N120_A1_Q001_R062,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,164520,120,b91bc8f2ea0aa2a0d0dd29b6e0fbe36de28c136aee22b68bebe8e51e05b9b239,163908,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,b91bc8f2ea0aa2a0d0dd29b6e0fbe36de28c136aee22b68bebe8e51e05b9b239,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,7799ba7bec68c2a94156cdb268716772d0f57ab095da4ae59ab32874cbe6a7c1,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R062:POS:PRIMARY,F3BBG_N120_A1_Q001_R062,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,63.993472677891745,1.0232737535219725,STATIONARY_ENVELOPE_MODULATED_SINUSOID,164640,120,38399ccd344dd6e93c8440c2ddada807e387dab7a0480741f154496083e0277e,164028,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,38399ccd344dd6e93c8440c2ddada807e387dab7a0480741f154496083e0277e,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,685e825f28bc577626a5c2223fbd7dd033cba59032026b469872acb5fdbe8ac0,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R065:NULL:PRIMARY,F3BBG_N120_A1_Q001_R065,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,164760,120,1e9ef526d63e46941a3b426960e9f228448c040067c2ad87caed4d766b37a1c0,164148,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,1e9ef526d63e46941a3b426960e9f228448c040067c2ad87caed4d766b37a1c0,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,83d3489730e7eb5f4dc053163a33291b864b55e5aa098ae898377cfe69f99b3c,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R065:POS:PRIMARY,F3BBG_N120_A1_Q001_R065,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,45.55574843349451,2.472262628268607,STATIONARY_ENVELOPE_MODULATED_SINUSOID,164880,120,ea669b711f9db53ee4b086ad469cac23a13c32d49e70c550f4827db44be6f7a4,164268,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,ea669b711f9db53ee4b086ad469cac23a13c32d49e70c550f4827db44be6f7a4,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,070a0a8361d7fee1f8d17b5538b20e19cf40aac36d74f1fa81f05048175e95e6,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R066:NULL:PRIMARY,F3BBG_N120_A1_Q001_R066,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,165000,120,01dbb26823cd92c8f0f785eeea17210ab5e166136fbb3e3f3b4a15a87a6625ef,164388,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,01dbb26823cd92c8f0f785eeea17210ab5e166136fbb3e3f3b4a15a87a6625ef,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,298e9a990f37471a40a7513663cf1df6f32bed6959bb356114b2e377e6a84802,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R066:POS:PRIMARY,F3BBG_N120_A1_Q001_R066,HELDOUT,SYNTHETIC_QPP_PRESENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,0.01,157.9831271335115,1.968408351683655,STATIONARY_ENVELOPE_MODULATED_SINUSOID,165120,120,db52a3d2723cae9e1620a159e1e0f7325af6da89a1c50a4a0e26af6b5013c5b4,164508,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,db52a3d2723cae9e1620a159e1e0f7325af6da89a1c50a4a0e26af6b5013c5b4,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,fb9ddc66de57d0a9fc333ef3810e6f63777d87a9b277d1e22b2d49ad14c2d952,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
F3BBG_N120_A1_Q001_R067:NULL:PRIMARY,F3BBG_N120_A1_Q001_R067,HELDOUT,SYNTHETIC_QPP_ABSENT,SYNTHETIC_GROUND_TRUTH_CLASSIFICATION,CONTIGUOUS_ALL_GOOD,120,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,165240,120,472de16c0e13d327dffe8dbc921b89768617faf6ba886b1e0c57f39995ba4a48,164628,120,4336ffe242107726964b8b51c66378a90d2570cd732e2037b36e258fa25410b5,472de16c0e13d327dffe8dbc921b89768617faf6ba886b1e0c57f39995ba4a48,fc256ff91ecfd419717ef3077f33d0d67c0cd9056b3975a8f9a3b4c2ba50bb10,5f86e2a8c02322d6cd3f12cfa1a86b0ce6cb0a6ab3c039727edfa141bedba9f2,ELIGIBLE_FOR_AFINO,,,MATERIALIZED
