rendered_value_id,artifact_id,location,displayed_value,original_M1_2_value,source_id,frozen_source_value,display_only_transformation,numeric_identity,status
M1RV0470,M1F05,Panel B,true=76.34474351940526; relative_error=0.003869573617701338,true=76.34474351940526; relative_error=0.003869573617701338,M1S044,true=76.34474351940526; relative_error=0.003869573617701338,direct source coordinate pair,true,PASS
M1RV0471,M1F05,Panel A,true=59.251343053309924; recovered=60.846804337053435,true=59.251343053309924; recovered=60.846804337053435,M1S044,true=59.251343053309924; recovered=60.846804337053435,direct source coordinate pair,true,PASS
M1RV0472,M1F05,Panel B,true=59.251343053309924; relative_error=0.02692700623356392,true=59.251343053309924; relative_error=0.02692700623356392,M1S044,true=59.251343053309924; relative_error=0.02692700623356392,direct source coordinate pair,true,PASS
M1RV0473,M1F05,Panel A,true=75.757973689604; recovered=75.54127477077172,true=75.757973689604; recovered=75.54127477077172,M1S044,true=75.757973689604; recovered=75.54127477077172,direct source coordinate pair,true,PASS
M1RV0474,M1F05,Panel B,true=75.757973689604; relative_error=0.002860410703698845,true=75.757973689604; relative_error=0.002860410703698845,M1S044,true=75.757973689604; relative_error=0.002860410703698845,direct source coordinate pair,true,PASS
M1RV0475,M1F05,Panel A,true=136.22104374867152; recovered=139.30860690795768,true=136.22104374867152; recovered=139.30860690795768,M1S044,true=136.22104374867152; recovered=139.30860690795768,direct source coordinate pair,true,PASS
M1RV0476,M1F05,Panel B,true=136.22104374867152; relative_error=0.02266583102228119,true=136.22104374867152; relative_error=0.02266583102228119,M1S044,true=136.22104374867152; relative_error=0.02266583102228119,direct source coordinate pair,true,PASS
M1RV0477,M1F05,Panel A,true=54.334290313146354; recovered=54.19679004850961,true=54.334290313146354; recovered=54.19679004850961,M1S044,true=54.334290313146354; recovered=54.19679004850961,direct source coordinate pair,true,PASS
M1RV0478,M1F05,Panel B,true=54.334290313146354; relative_error=0.002530635144846521,true=54.334290313146354; relative_error=0.002530635144846521,M1S044,true=54.334290313146354; relative_error=0.002530635144846521,direct source coordinate pair,true,PASS
M1RV0479,M1F05,Panel A,true=51.60080993144939; recovered=51.477727790427096,true=51.60080993144939; recovered=51.477727790427096,M1S044,true=51.60080993144939; recovered=51.477727790427096,direct source coordinate pair,true,PASS
M1RV0480,M1F05,Panel B,true=51.60080993144939; relative_error=0.002385275370402257,true=51.60080993144939; relative_error=0.002385275370402257,M1S044,true=51.60080993144939; relative_error=0.002385275370402257,direct source coordinate pair,true,PASS
M1RV0481,M1F05,Panel A,true=99.78808449063392; recovered=99.47792674459808,true=99.78808449063392; recovered=99.47792674459808,M1S044,true=99.78808449063392; recovered=99.47792674459808,direct source coordinate pair,true,PASS
M1RV0482,M1F05,Panel B,true=99.78808449063392; relative_error=0.0031081641422323588,true=99.78808449063392; relative_error=0.0031081641422323588,M1S044,true=99.78808449063392; relative_error=0.0031081641422323588,direct source coordinate pair,true,PASS
M1RV0483,M1F05,Panel A,true=89.99280569169662; recovered=89.51872700394641,true=89.99280569169662; recovered=89.51872700394641,M1S044,true=89.99280569169662; recovered=89.51872700394641,direct source coordinate pair,true,PASS
M1RV0484,M1F05,Panel B,true=89.99280569169662; relative_error=0.005267962078817033,true=89.99280569169662; relative_error=0.005267962078817033,M1S044,true=89.99280569169662; relative_error=0.005267962078817033,direct source coordinate pair,true,PASS
M1RV0485,M1F05,Panel A,true=77.42618990488164; recovered=76.43797026913349,true=77.42618990488164; recovered=76.43797026913349,M1S044,true=77.42618990488164; recovered=76.43797026913349,direct source coordinate pair,true,PASS
M1RV0486,M1F05,Panel B,true=77.42618990488164; relative_error=0.012763376797465862,true=77.42618990488164; relative_error=0.012763376797465862,M1S044,true=77.42618990488164; relative_error=0.012763376797465862,direct source coordinate pair,true,PASS
M1RV0487,M1F05,Panel A,true=108.55165533309632; recovered=106.50301981586996,true=108.55165533309632; recovered=106.50301981586996,M1S044,true=108.55165533309632; recovered=106.50301981586996,direct source coordinate pair,true,PASS
M1RV0488,M1F05,Panel B,true=108.55165533309632; relative_error=0.018872448429644077,true=108.55165533309632; relative_error=0.018872448429644077,M1S044,true=108.55165533309632; relative_error=0.018872448429644077,direct source coordinate pair,true,PASS
M1RV0489,M1F05,Figure note,152,152,M1S044,152,direct frozen table row count,true,PASS
M1RV0490,M1F05,Figure note,1800,1800,M1S042,1800,direct frozen metric denominator used as contextual annotation mandated by M1.2,true,PASS
M1RV0491,M1T02,Cohort: all F3A observational references,122 events,122 events,M1S030,122,direct frozen count presentation,true,PASS
M1RV0492,M1T02,Primary variants: frozen 13 x 6 matrix across 122 events,9516,9516,M1S031,9516,direct frozen count presentation,true,PASS
M1RV0493,M1T02,Input eligibility: eligible variants,6422,6422,M1S038,6422,direct frozen count presentation,true,PASS
M1RV0494,M1T02,Input eligibility: inadmissible variants,3094,3094,M1S038,3094,direct frozen count presentation,true,PASS
M1RV0495,M1T02,Baseline gate: all references: concordant,65,65,M1S030,65,direct frozen count presentation,true,PASS
M1RV0496,M1T02,Baseline gate: all references: mismatch,51,51,M1S030,51,direct frozen count presentation,true,PASS
M1RV0497,M1T02,Baseline gate: all references: inadmissible,6,6,M1S030,6,direct frozen count presentation,true,PASS
M1RV0498,M1T02,Baseline gate: QPP reference: concordant / mismatch / inadmissible,8 / 51 / 2,8 / 51 / 2,M1S030,8 / 51 / 2,direct frozen count presentation,true,PASS
M1RV0499,M1T02,Baseline gate: not-selected reference: concordant / mismatch / inadmissible,57 / 0 / 4,57 / 0 / 4,M1S030,57 / 0 / 4,direct frozen count presentation,true,PASS
M1RV0500,M1T02,Transitions: QPP selected retained / selection lost,295 / 171,295 / 171,M1S031,295 / 171,direct frozen count presentation,true,PASS
M1RV0501,M1T02,Transitions: not-selected retained / selection gained,3178 / 0,3178 / 0,M1S031,3178 / 0,direct frozen count presentation,true,PASS
M1RV0502,M1T02,Numerical stability: optimizer summaries,116,116,M1S038,116,direct frozen count presentation,true,PASS
M1RV0503,M1T02,Numerical stability: seed decisions,1160,1160,M1S038,1160,direct frozen count presentation,true,PASS
M1RV0504,M1T02,Numerical stability: seed-discordant events,0,0,M1S038,0,direct frozen count presentation,true,PASS
M1RV0505,M1T02,Period robustness: period-comparable variants,295,295,M1S038,295,direct frozen count presentation,true,PASS
M1RV0506,M1T03,TP,143,143,M1S039,143,direct frozen metric value,true,PASS
M1RV0507,M1T03,TP,152,152,M1S042,152,direct frozen metric value,true,PASS
M1RV0508,M1T03,FN,1657,1657,M1S039,1657,direct frozen metric value,true,PASS
M1RV0509,M1T03,FN,1648,1648,M1S042,1648,direct frozen metric value,true,PASS
M1RV0510,M1T03,TN,1799,1799,M1S039,1799,direct frozen metric value,true,PASS
M1RV0511,M1T03,TN,1800,1800,M1S042,1800,direct frozen metric value,true,PASS
M1RV0512,M1T03,FP,1,1,M1S039,1,direct frozen metric value,true,PASS
M1RV0513,M1T03,FP,0,0,M1S042,0,direct frozen metric value,true,PASS
M1RV0514,M1T03,Sensitivity,0.079444,0.079444,M1S039,0.07944444444444444,deterministic decimal formatting,true,PASS
M1RV0515,M1T03,Sensitivity,0.084444,0.084444,M1S042,0.08444444444444445,deterministic decimal formatting,true,PASS
M1RV0516,M1T03,Sensitivity,"[0.067828, 0.092852]","[0.067828, 0.092852]",M1S039,"(0.06782821927072591, 0.09285189893111712)",frozen interval bracket formatting,true,PASS
M1RV0517,M1T03,Sensitivity,"[0.072467, 0.098191]","[0.072467, 0.098191]",M1S042,"(0.07246744846806605, 0.0981913737445873)",frozen interval bracket formatting,true,PASS
M1RV0518,M1T03,Specificity,0.999444,0.999444,M1S039,0.9994444444444445,deterministic decimal formatting,true,PASS
M1RV0519,M1T03,Specificity,1,1,M1S042,1.0,deterministic decimal formatting,true,PASS
M1RV0520,M1T03,Specificity,"[0.99686, 0.999902]","[0.99686, 0.999902]",M1S039,"(0.9968597321206145, 0.9999019240703273)",frozen interval bracket formatting,true,PASS
M1RV0521,M1T03,Specificity,"[0.99787, 1]","[0.99787, 1]",M1S042,"(0.997870401081032, 1.0)",frozen interval bracket formatting,true,PASS
M1RV0522,M1T03,FPR,0.000556,0.000556,M1S039,0.0005555555555555556,deterministic decimal formatting,true,PASS
M1RV0523,M1T03,FPR,0,0,M1S042,0.0,deterministic decimal formatting,true,PASS
M1RV0524,M1T03,FPR,"[9.808e-05, 0.00314]","[9.808e-05, 0.00314]",M1S039,"(9.807592967258326e-05, 0.0031402678793854047)",frozen interval bracket formatting,true,PASS
M1RV0525,M1T03,FPR,"[2.168e-19, 0.00213]","[2.168e-19, 0.00213]",M1S042,"(2.168404344971009e-19, 0.002129598918967953)",frozen interval bracket formatting,true,PASS
M1RV0526,M1T03,Balanced accuracy,0.539444,0.539444,M1S039,0.5394444444444445,deterministic decimal formatting,true,PASS
M1RV0527,M1T03,Balanced accuracy,0.542222,0.542222,M1S042,0.5422222222222223,deterministic decimal formatting,true,PASS
M1RV0528,M1T04,F3A mismatch label,51/61,51/61,M1S030,51/61,frozen value embedded in manuscript-facing boundary label,true,PASS
M1RV0529,M1T04,F3A seed stability label,116/116,116/116,M1S038,116/116,frozen value embedded in manuscript-facing boundary label,true,PASS
M1RV0530,M1T04,HELDOUT FP label,0/1800,0/1800,M1S042,0/1800,frozen value embedded in manuscript-facing boundary label,true,PASS
M1RV0531,M1T04,selection function label,156,156,M1S043,156,frozen value embedded in manuscript-facing boundary label,true,PASS
M1RV0532,M1T04,period recovery label,152,152,M1S044,152,frozen value embedded in manuscript-facing boundary label,true,PASS
